True,Pred,Weeks
1.9459101490553132,2.0044783624675575,0
2.1972245773362196,1.892952150675847,1
2.1972245773362196,2.0446534747010814,2
0.6931471805599453,2.0986878963545097,3
0.0,1.4246530782854157,4
3.828641396489095,0.639558139278092,5
0.0,2.3299904075384688,6
1.0986122886681098,1.5576145160147317,7
0.0,1.464306959008041,8
1.0986122886681098,1.0749724938831169,9
0.6931471805599453,1.1016855439499158,10
1.0986122886681098,0.980096960873472,11
0.6931471805599453,1.018163059729072,12
0.0,0.9319334214649788,13
1.0986122886681098,0.6757733313353647,14
0.6931471805599453,0.7787035751410305,15
1.0986122886681098,0.7614339123365571,16
0.0,0.8457230835908585,17
0.6931471805599453,0.6444625658944877,18
0.6931471805599453,0.6338906451434666,19
1.9459101490553132,0.6478695471086158,20
1.6094379124341003,0.9639285734366131,21
1.3862943611198906,1.1466624027983947,22
0.0,1.2139152010910834,23
1.0986122886681098,0.900996610080716,24
2.3978952727983707,0.9632613140509365,25
3.4011973816621555,1.327290400780075,26
2.70805020110221,1.955771558273138,27
2.0794415416798357,2.1371155110762823,28
1.6094379124341003,2.074566511539368,29
2.0794415416798357,1.9061704519766456,30
4.219507705176107,2.015066012976024,31
4.343805421853684,2.7857095822225046,32
3.6635616461296463,3.3272496972178334,33
3.258096538021482,3.374069547320456,34
2.8903717578961645,3.3100467033082954,35
3.4657359027997265,3.1600723291179804,36
1.9459101490553132,3.3475875112042357,37
2.4849066497880004,2.793433526091774,38
2.1972245773362196,2.8113210222694036,39
2.3978952727983707,2.6318096320871023,40
1.6094379124341003,2.6216841372964237,41
0.0,2.2480065148614754,42
2.833213344056216,1.3169168812648702,43
0.0,2.213405256147127,44
2.6390573296152584,1.260208968373237,45
8.88599431515281,1.7795166977482082,46
4.6913478822291435,5.069792891076136,47
3.5553480614894135,3.4661596608724983,48
3.044522437723423,3.0703749703783756,49
2.1972245773362196,2.90176408944043,50
2.0794415416798357,2.5898861729551705,51
1.6094379124341003,2.542334844702133,52
1.0986122886681098,2.3498101292761513,53
1.3862943611198906,2.1133640935910853,54
1.0986122886681098,2.196754751449679,55
1.791759469228055,2.0447312106096316,56
1.6094379124341003,2.320821144246165,57
1.791759469228055,2.2349658310028775,58
5.594711379601839,2.3033040818583395,59
1.3862943611198906,3.920358385129797,60
2.302585092994046,2.3032041128243472,61
1.3862943611198906,2.618750503560616,62
2.4849066497880004,2.2782060613504864,63
2.0794415416798357,2.6766640747928565,64
2.5649493574615367,2.5359444087889913,65
3.091042453358316,2.7179784949087193,66
3.4011973816621555,2.927794283789134,67
1.9459101490553132,3.067253682150189,68
2.833213344056216,2.5514101111221086,69
4.30406509320417,2.873636897544981,70
2.5649493574615367,3.4340775496476583,71
1.3862943611198906,2.8430954840611196,72
0.0,2.4129820825247057,73
3.4011973816621555,1.8162678853855363,74
2.833213344056216,3.079333908000419,75
4.61512051684126,2.9080062724320057,76
2.9444389791664403,3.5606057896236254,77
5.799092654460526,3.013060239889249,78
5.087596335232384,4.028349032152864,79
